id,label,type,domain,domain_label,content,source_count
raman_cho_to_ipsc_transfer,CHO→iPSC Raman モデル転移制限,concept,d4,プロセス制御・自律最適化,CHO/mAb 由来の chemometric モデルを iPSC 浮遊凝集体に直接転用できない制約。培地マトリックス、代謝プロファイル、細胞サイズ/凝集体構造、品質指標が異なる。クローン間・スケール間転移すら補正を要する事例が報告されている。〔推定：Pétillot 2020 DOI:10.1002/eng2.12230; Machleidt 2024 DOI:10.1002/biot.202300289; Rowland-Jones 2021 DOI:10.1002/btpr.3074〕,0
raman_model_lifecycle,Raman モデルライフサイクル管理,concept,d6,GMP・規制・データインテグリティ,Raman PLS モデルの version 管理、再校正トリガ（培地ロット変更、細胞株変更、プローブ交換、スケール変更）、性能モニタリング、監査証跡を含む技術的統制。ALCOA-lite・GAMP5 AI/ML Appendix D11 に準じた扱い。〔推定：GAMP5 2nd Ed D11; FDA data integrity guidance〕,0
raman_confidence_score,Raman 推定信頼度スコア,concept,d4,プロセス制御・自律最適化,Raman PLS モデルの予測不確実性を定量化するスコア（Q 残差、Hotelling T²、予測分散、校正範囲外判定）。低信頼度時は Human-on-the-loop 承認へエスカレーションし、Nova FLEX2 値を優先する。〔推定：設計提案〕,0
src_abu_absi_2011,Abu-Absi et al. 2011 in-line Raman CHO,source,d7,センサ・環境モニタリング,Real time monitoring of multiple parameters in mammalian cell culture bioreactors using an in-line Raman spectroscopy probe. Biotechnol Bioeng 108(5):1215-1221. CHO fed-batch で glucose/lactate/glutamine/glutamate/ammonium/VCD/TCD の同時 in-line 予測を実証。DOI:10.1002/bit.23023,0
src_matthews_2016,Matthews et al. 2016 Raman 乳酸閉ループ制御,source,d7,センサ・環境モニタリング,"Closed loop control of lactate concentration in mammalian cell culture by Raman spectroscopy leads to improved cell density, viability, and biopharmaceutical protein production. Biotechnol Bioeng 113(11):2416-2424. Raman PLS ベースの乳酸閉ループ制御で培養期間延長・収量向上。DOI:10.1002/bit.26018",0
src_berry_2015,Berry et al. 2015 cross-scale Raman CHO,source,d7,センサ・環境モニタリング,Cross-scale predictive modeling of CHO cell culture growth and metabolites using Raman spectroscopy and multivariate analysis. Biotechnol Prog 31(2):566-577. Raman モデルのスケール横断予測。DOI:10.1002/btpr.2035,0
src_yan_2024,Yan et al. 2024 Raman バッチ数影響,source,d7,センサ・環境モニタリング,Development of an in-line Raman analytical method for commercial-scale CHO cell culture process monitoring: influence of measurement channels and batch number on model performance. Biotechnol J 19(1):2300395. 商業規模 CHO での in-line Raman 法開発。チャネル数とバッチ数がモデル性能に与える影響を評価。DOI:10.1002/biot.202300395,0
src_costa_2024,Costa et al. 2024 Raman cell therapy review,source,d7,センサ・環境モニタリング,Harnessing Raman spectroscopy for cell therapy bioprocessing. Biotechnol Adv 2024. Cell therapy 製造における Raman の包括レビュー。細胞密度、生存率、代謝物、細胞同一性バイオマーカーの同時計測可能性を議論。DOI:10.1016/j.biotechadv.2024.108166,0
src_yang_2024_raman,Yang et al. 2024 Raman 細胞散乱補正,source,d7,センサ・環境モニタリング,In-line monitoring of bioreactor by Raman spectroscopy: direct use of a standard-based model through cell-scattering correction. J Biotechnol 396:41-52 (2024). 酵母培養において細胞散乱による Raman 強度減衰を非線形式で補正し、標準液ベース PLS モデルを直接使用。DOI:10.1016/j.jbiotec.2024.10.007,0
src_petillot_2020,Pétillot et al. 2020 Raman calibration transfer,source,d7,センサ・環境モニタリング,Calibration transfer for bioprocess Raman monitoring using Kennard-Stone piecewise direct standardization and multivariate algorithms. Eng Rep 2(11):e12230. バイオプロセス Raman モデルのキャリブレーション転移の困難性と補正手法。DOI:10.1002/eng2.12230,0
src_machleidt_2024,Machleidt et al. 2024 cross-clone Raman CHO,source,d7,センサ・環境モニタリング,Feasibility and performance of cross-clone Raman calibration models in CHO cultivation. Biotechnol J 19(1):2300289. CHO クローン間でも Raman 校正モデルの性能が制限されることを示唆。DOI:10.1002/biot.202300289,0
src_rowland_jones_2021,Rowland-Jones et al. 2021 Raman scale transfer,source,d7,センサ・環境モニタリング,Spectroscopy integration to miniature bioreactors and large scale production bioreactors—increasing current capabilities and model transfer. Biotechnol Prog 37(1):e3074. ミニバイオリアクタから大規模槽への Raman モデル転移の課題。DOI:10.1002/btpr.3074,0
src_bioprocesstools_raman,Bioprocess Tools Raman monitoring guide,source,d7,センサ・環境モニタリング,How to Use Raman Spectroscopy for Real-Time Bioprocess Monitoring. PLS モデル構築ワークフロー、前処理、5–15 バッチ校正、性能指標（RMSEP/R²/bias）の実務ガイド。URL:https://bioprocesstools.com/blog/raman-spectroscopy-bioprocess-monitoring/,0
src_metrohm_an_pan_1065,Metrohm 2060 Raman cell culture AN-PAN-1065,source,d7,センサ・環境モニタリング,Inline monitoring of cell cultures with Raman spectroscopy. Metrohm 2060 Raman Analyzer による細胞培養 glucose/lactate in-line 計測アプリケーションノート。SEP glucose 0.20 g/L、lactate 0.12 g/L。URL:https://www.metrohm.com/en/applications/application-notes/prozess-applikationen-anpan/an-pan-1065.html,0
src_repligen_maverick,Repligen MAVERICK Raman PAT,source,d8,エコシステム・プレイヤー,Instant Implementation of Raman-Based PAT With MAVERICK System for Monitoring Glucose and Lactate. de novo モデルによる glucose/lactate/biomass 計測。複数哺乳類培地で線形性・選択性を検証。URL:https://www.repligen.com/Products/analytics/maverick/Resources/DOC043_1.PDF,0
src_yokogawa_2023,Yokogawa Raman calibration model without culture data,source,d8,エコシステム・プレイヤー,Yokogawa Electric / Kwansei Gakuin University. Development of Raman calibration model without culture data for in-line cell culture monitoring. glucose RMSEP 0.23 g/L、lactate 0.29 g/L、antibody 0.20 g/L を報告。原論文確認中。URL:https://www.spectroscopyonline.com/view/using-a-new-raman-method-for-real-time-inline-cell-culture-monitoring,0
add_cho_ipsc_cho_metabolism,CHO 代謝プロファイル,concept,d1,細胞生物学・培養プロトコル,ハムスター卵巢由来 CHO 細胞の代謝特性。高グルコース消費、活発な乳酸産生、グルタミン分解によるアンモニア蓄積、mAb タイトル最大化が最適化目標。iPSC にはそのまま転用不可。,0
add_cho_ipsc_ipsc_metabolism,iPSC 代謝プロファイル,concept,d1,細胞生物学・培養プロトコル,ヒト多能性幹細胞 iPSC の代謝特性。highly glycolytic で高密度化に伴いグルコース消費と乳酸分泌が急増。乳酸蓄積・浸透圧ピーク・凝集体サイズが成長制限因子。多能性維持が品質目標。,0
add_cho_ipsc_glycolytic_shift,iPSC の高解糖性シフト,concept,d1,細胞生物学・培養プロトコル,iPSC が未分化状態で解糖系を優位に使う代謝特性。高密度培養ではグルコース供給と乳酸洗浄のトレードオフが顕在化し、灌流制御の中核となる。,0
add_cho_ipsc_lactate_threshold,乳酸閾値の細胞種差,concept,d7,センサ・環境モニタリング,CHO では株により 15–50 mM の阻害閾値が報告される。iPSC では Manstein 2021 のモデル値 K_Lac=50 mM が用いられるが、実際の iPSC 株・培地で再校正が必要。CHO 値をそのまま転用しない。,0
add_cho_ipsc_ammonia_threshold,アンモニア閾値の未確定性,concept,d7,センサ・環境モニタリング,CHO では 5 mM で成長阻害が報告されるが、iPSC のネイティブ閾値は未確定。auto_cell A 層では監視値として扱い、実データまたは文献調査で再校正。,0
add_cho_ipsc_osmolality_threshold,浸透圧閾値の細胞種差,concept,d7,センサ・環境モニタリング,CHO/哺乳類培養では 380–450 mOsm/kg 超で成長低下が報告される。iPSC では Manstein 2021 が K_Osm=500 mOsm/kg を採用。培地・密度依存で再校正要。,0
add_cho_ipsc_glucose_threshold,グルコース閾値の細胞種差,concept,d7,センサ・環境モニタリング,CHO では 2–3 g/L（11–17 mM）維持が推奨される。iPSC では Manstein 2021 が K_Glc=1.5 mM を採用。iPSC は低グルコースで飢餓制限を受けやすい。,0
add_cho_ipsc_aggregate_oxygen_diffusion,凝集体内酸素拡散限界,concept,d1,細胞生物学・培養プロトコル,iPSC 凝集体では径が大きくなると中心部への酸素/栄養拡散が制限され壊死コアが形成。100–200 µm の拡散距離、300 µm 以下の径制御が目安。,0
add_cho_ipsc_aggregate_size_cpp,凝集体サイズを CPP として扱う,concept,d4,プロセス制御・自律最適化,iPSC 浮遊培養では凝集体径が酸素拡散、シアストレス、未分化性維持を同時に規定する独立した CPP。平均径だけでなく大径凝集体割合も考慮。,0
add_cho_ipsc_shear_sensitivity,iPSC のシア感受性,concept,d4,プロセス制御・自律最適化,iPSC は攪拌によるシアストレスに敏感。Vertical-Wheel では 40–60 rpm が最適、DASbox では 80 rpm（150mL）が報告。反応器形状とスケールで再設定必要。,0
add_cho_ipsc_mab_titer_objective,CHO の mAb タイトル目的関数,concept,d4,プロセス制御・自律最適化,CHO fed-batch/perfusion の最適化目標。抗体タイトル（g/L）、viable cell density × specific productivity、糖鎖パターン（CQA）。iPSC 目的関数とは本質的に異なる。,0
add_cho_ipsc_pluripotency_objective,iPSC の多能性品質目的関数,concept,d4,プロセス制御・自律最適化,iPSC 浮遊拡大の最適化目標。細胞収量 × 生存率 × 多能性マーカー陽性率（OCT4/SOX2/NANOG/SSEA/TRA）× 凝集体適正サイズ。重みは細胞株・用途で変動。,0
add_cho_ipsc_qc_marker_panel,iPSC 多能性 QC マーカーパネル,concept,d1,細胞生物学・培養プロトコル,iPSC の未分化性を評価するマーカー群。核内転写因子 OCT4/SOX2/NANOG、細胞表面マーカー SSEA-3/SSEA-4/TRA-1-60/TRA-1-81、核型/同一性。offline/run 単位で測定。,0
add_cho_ipsc_transfer_caution,CHO→iPSC 知見転用注意,concept,d4,プロセス制御・自律最適化,CHO 由来の CPP 数値・制御戦略・目的関数を iPSC にそのまま転用しないこと。細胞種・培地・反応器形状・製品特性（mAb vs 細胞製品）の違いを再解釈。,0
add_cho_ipsc_cpp_reinterpretation,CPP の iPSC 再解釈,concept,d4,プロセス制御・自律最適化,CHO/mAb 中心の調査レポートから得られた知見を、iPSC 浮遊/凝集体灌流の文脈に再解釈する設計活動。L1 レシピ、L2 BO、L3 HMI に反映。,0
src_add_cho_ipsc_manstein2021,Manstein & Zweigerdt 2021 hiPSC perfusion,source,d1,細胞生物学・培養プロトコル,hPSC 灌流撹拌槽高密度培養。7 日で 35×10⁶ cells/mL、乳酸/浸透圧/グルコース制御、6 項 Monod モデル。,0
src_add_cho_ipsc_borys2021,Borys et al. 2021 Vertical-Wheel hiPSC,source,d4,プロセス制御・自律最適化,Vertical-Wheel 撹拌槽での hiPSC 凝集体拡大。40 rpm 最適、>400 µm で壊死リスク。,0
src_add_cho_ipsc_huang2020,Huang et al. 2020 PSC 10L stirred tank manufacturing,source,d1,細胞生物学・培養プロトコル,10 L 撹拌槽での PSC 製造プロセス開発。凝集体サイズ 300 µm 制限、酸素拡散限界 100–200 µm。,0
src_add_cho_ipsc_xing2008,Xing et al. 2008 CHO metabolite inhibition thresholds,source,d7,センサ・環境モニタリング,CHO 培養における乳酸・アンモニア・浸透圧・pCO₂ の阻害閾値多変量解析。iPSC への直接転用不可。,0
src_add_cho_ipsc_toussaint2016,Toussaint et al. 2016 CHO lactate metabolism engineering,source,d1,細胞生物学・培養プロトコル,CHO の乳酸代謝改変（PYC2）による抗体タイトル向上。CHO 特異的戦略。,0
src_add_cho_ipsc_mabion2025,Mabion 2025 CHO metabolite analysis guide,source,d7,センサ・環境モニタリング,CHO 培養の代謝物/栄養解析に関する業界ガイダンス。乳酸・アンモニア・浸透圧の影響。,0
src_add_cho_ipsc_gfi2025,GFI 2025 Cultivated meat techno-economics report,source,d7,センサ・環境モニタリング,哺乳類細胞培養における乳酸・浸透圧の阻害メカニズムと閾値範囲。CHO 培養知見を含む。,0
src_add_cho_ipsc_seo2021,Seo et al. 2021 Vertical-Wheel iPSC aggregate DoE,source,d4,プロセス制御・自律最適化,Vertical-Wheel での iPSC 凝集体安定性 DoE。OCT4/SOX2/NANOG の個別最適化と多能性維持。,0
src_add_cho_ipsc_stemcellpis,STEMCELL hPSC aggregate culture PIS,source,d1,細胞生物学・培養プロトコル,hPSC 凝集体培養プロトコル。理想平均凝集体径 50–200 µm。,0
src_add_cho_ipsc_amsbio,Amsbio stem cell QC guide,source,d1,細胞生物学・培養プロトコル,幹細胞品質管理ガイド。OCT4/SOX2/NANOG/SSEA/TRA 等の多能性マーカー。,0
src_add_cho_ipsc_chen2014,Chen et al. 2014 hPSC culture considerations,source,d1,細胞生物学・培養プロトコル,hPSC 培養の維持・拡大・治療応用における考慮事項。酸素拡散限界 100–200 µm。,0
annex22,PIC/S GMP Annex 22（AI）,concept,d6,GMP・規制・データインテグリティ,PIC/S・EU GMP の AI/ML 専用アネックス（2025-07-07 草案公開）。クリティカル用途では静的・決定論的 AI/ML モデルのみ許容し、動的学習・確率的出力・生成 AI/LLM を禁止。非クリティカル用途の生成 AI は HITL 下で使用可能。Annex 11 上に位置づけられる。,2
critical_ai,クリティカル AI,concept,d6,GMP・規制・データインテグリティ,患者安全・製品品質・データインテグリティに直接影響する GMP 判断を支援・自動化する AI/ML モデル。Annex 22 では静的・決定論的モデルのみ許可され、厳格な検証・監視・説明性が求められる。,1
noncritical_ai,非クリティカル AI,concept,d6,GMP・規制・データインテグリティ,文書作成、トレーニング、スケジューリング、非 GMP 傾向分析など、患者安全・品質・データ完全性に直接影響しない AI。生成 AI/LLM も HITL 下で使用可能。,1
static_model,静的 AI モデル,concept,d6,GMP・規制・データインテグリティ,デプロイ後に新データを取り込んで性能を適応させない凍結モデル。Annex 22 クリティカル用途で要求される。,1
deterministic_output,決定論的出力,concept,d6,GMP・規制・データインテグリティ,同一入力に対し同一出力を返すモデル特性。Annex 22 クリティカル用途で必須。,1
dynamic_model,動的 AI モデル,concept,d6,GMP・規制・データインテグリティ,使用中又は新データを継続的・自動的に学習し性能を適応させるモデル。Annex 22 ではクリティカル GMP 用途で禁止。,1
probabilistic_model,確率的 AI モデル,concept,d6,GMP・規制・データインテグリティ,同一入力でも異なる出力を生じうるモデル。Annex 22 ではクリティカル GMP 用途で禁止。,1
generative_ai,生成 AI,concept,d6,GMP・規制・データインテグリティ,テキスト・画像等を生成する確率的モデル群。クリティカル GMP 用途では禁止され、非クリティカル用途で HITL 下でのみ使用可能。,1
hitl,Human-in-the-Loop（HITL）,concept,d6,GMP・規制・データインテグリティ,AI 出力を適格な人間がレビュー・承認する仕組み。Annex 22 では非クリティカル AI やテスト負荷が軽減されたクリティカル AI で要求される。auto_cell では Human-on-the-loop として実装。,1
xai,説明可能 AI（XAI）,concept,d6,GMP・規制・データインテグリティ,AI 判断の根拠を人間が理解・監査できる技術。Annex 22 では特徴量帰属（feature attribution）の記録を要求。SHAP・LIME・ヒートマップ等が例。,1
confidence_score,信頼度スコア,concept,d6,GMP・規制・データインテグリティ,AI モデルの予測・分類ごとの信頼度を数値化したもの。Annex 22 では低信頼度出力を undecided として人間レビューへルーティングすることを求める。,1
feature_attribution,特徴量帰属,concept,d6,GMP・規制・データインテグリティ,モデル出力に寄与した入力特徴量を特定・記録する技術。XAI の中核。Annex 22 8.Explainability で要求。,1
drift_monitoring,ドリフト監視,concept,d6,GMP・規制・データインテグリティ,AI モデルの性能劣化や入力データ分布の変化を継続的に監視する仕組み。Annex 22 10.Operation で要求。,1
test_data_independence,テストデータ独立性,concept,d6,GMP・規制・データインテグリティ,テスト用データが訓練・検証に使用されないよう技術的・手続き的に保証すること。Annex 22 6.Test Data Independency で要求。,1
staff_independence,職員独立性,concept,d6,GMP・規制・データインテグリティ,テストデータにアクセスした職員が同じモデルの訓練・検証に関与しないこと。不可能な場合は dual control/4-eyes で緩和。Annex 22 6.5 で要求。,1
data_segregation,データ分離,concept,d6,GMP・規制・データインテグリティ,訓練・検証・テスト・運用データを分離し、混同・漏洩を防ぐ技術的管理。Annex 22 の test data independency と運用監視の前提。,1
static_deterministic_proof,静的決定論的証明,concept,d6,GMP・規制・データインテグリティ,AI モデルが静的（凍結パラメータ）かつ決定論的（同一入力→同一出力）であることを、チェックサム・固定シード・再現性テスト・モデルカードで証明する手法。,1
esignature,電子署名,concept,d6,GMP・規制・データインテグリティ,電子的な承認・検証を行う仕組み。R&D 一次では PIN/パスフレーズ+監査ログで済ませ、GMP 移行時に 21 CFR Part 11 / Annex 11 準拠の完全電子署名へ移行。,1
gamp_ai_lifecycle,GAMP5 AI ライフサイクル,concept,d6,GMP・規制・データインテグリティ,ISPE GAMP 5 Appendix D11 及び GAMP AI Guide が定める concept / project / operation / retirement の AI 有効化システムライフサイクル。Annex 22 実装の業界標準フレームワーク。,1
src_pics_annex22_draft,PIC/S GMP Annex 22 草案,source,d6,GMP・規制・データインテグリティ,"EudraLex Volume 4, Draft Annex 22: Artificial Intelligence, published 2025-07-07 for PIC/S and EU consultation. 患者安全・品質・データインテグリティに影響するクリティカル AI には静的決定論的モデルのみを許容。",1
src_eu_ai_act,EU AI Act (Regulation 2024/1689),source,d6,GMP・規制・データインテグリティ,欧州 AI 規則。製造プロセス制御等の high-risk AI に透明性・文書化・人間監視を要求。Annex 22 と併用される。,1
add_aggimg_aggregate_imaging_survey,浮遊凝集体画像解析調査,concept,d2,画像取得・コンピュータビジョン,iPSC 浮遊/凝集体の径・形態を at-line/in-line で計測し、label-free DL で品質代理指標を推定する技術群。v1 では at-line 明視野/位相差画像を主軸とし、DHM/FBRM/FlowCam はオプション〜後段。,2
add_aggimg_dhm_ovizio,DHM / Ovizio iLINE-F PRO,system,d7,センサ・環境モニタリング,差分デジタルホログラフィー（D3HM）による in-line ラベルフリー細胞/凝集体モニタリング。VCD・viability・形態パラメータを連続計測。OPC UA 対応・cGMP 対応。iPSC 凝集体の個別径絶対精度には校正が必要。,1
add_aggimg_fbrm_cld_detail,FBRM 弦長分布（CLD）解析,concept,d7,センサ・環境モニタリング,Focused Beam Reflectance Measurement による in-line chord length distribution。0.5–1000 µm のトレンド監視が可能。CLD は真の粒径分布ではなく、凝集体の非球形・透光性により径換算に誤差。画像法で補正が必要。,1
add_aggimg_flowcam_atline,FlowCam at-line 凝集体画像,system,d7,センサ・環境モニタリング,フローイメージング顕微鏡による at-line 粒子/凝集体解析。2 µm–1 mm の径・面積・円形度・アスペクト比を画像ベースで出力。高濃度・重なり凝集体では計数漏れあり。日次運用が現実的。,1
add_aggimg_brightfield_atline,明視野/位相差 at-line 凝集体画像,concept,d7,センサ・環境モニタリング,iPSC 浮遊凝集体で最も普及している at-line 画像計測。サンプリング＋光学顕微鏡＋ImageJ 等で径・形態を手動/半自動計測。Kropp 型バイパス顕微鏡または自動サンプリング＋顕微鏡で自動化可能。,2
add_aggimg_aggregate_quality_proxy,凝集体品質代理指標,concept,d2,画像取得・コンピュータビジョン,凝集体画像特徴量（径分布、円形度、内部輝度勾配、輪郭粗さ等）から OCT4/SOX2/NANOG/SSEA4/TRA-1-60 等の offline 品質マーカーを推定する代理指標。v1 では未導入、v2 以降の DL 化候補。,2
add_aggimg_dl_morphology_pluripotency,DL 形態から多能性予測,concept,d2,画像取得・コンピュータビジョン,明視野/位相差画像から CNN/U-Net/DenseNet 等で未分化/自発分化を予測する技術。2D コロニー・organoid で実証多数。iPSC 浮遊凝集体への転移は有望だが、教師データ・細胞株汎化が未解決。,2
add_aggimg_aggregate_size_pluripotency,凝集体径と多能性維持,concept,d1,細胞生物学・培養プロトコル,凝集体径が大きくなると拡散制限により内部の酸素/栄養濃度が低下し、未分化性マーカー（OCT4 等）が低下・壊死が増大する。Borys 2021 では >400 µm で壊死リスク。細胞株・培地による変動あり。,2
add_aggimg_2d_to_aggregate_transfer,2D 画像解析→凝集体解析転移,concept,d2,画像取得・コンピュータビジョン,2D confluency は浮遊凝集体に不適用。コロニー形態分類・分化領域検出・増殖曲線予測の技術スタックは転移可能だが、教師ラベルと特徴量を凝集体の径・形態・内部構造に読み替える必要がある。,1
add_aggimg_human_approval_imaging,画像品質代理指標の Human-on-the-loop,concept,d6,GMP・規制・データインテグリティ,DL 品質代理指標を BO 目的関数や passage トリガに使う場合、予測不確実性・OOD 検出により低信頼度の場合は研究者承認を必須とする。GAMP5 AI/ML Appendix D11 に準拠したモデル管理が前提。,2
add_aggimg_src_borys_2021,Borys et al. 2021 (hiPSC Vertical-Wheel),source,d4,プロセス制御・自律最適化,Vertical-Wheel 撹拌槽での hiPSC 凝集体培養。40–80 rpm で day 5 径 169–275 µm、>400 µm で壊死リスク。PMC7805206。,1
add_aggimg_src_eppendorf_485,Eppendorf App Note 485 (hiPSC stirred-tank),source,d7,センサ・環境モニタリング,1 L DASGIP Spinner Vessel での hiPSC 凝集体拡大。day 0–5 で 0.5×10⁶ → 8×10⁶ cells/mL。凝集体径は at-line 明視野画像＋ImageJ で手動測定。,1
add_aggimg_src_stemcell_mtesr3d,StemCell mTeSR 3D suspension manual,source,d1,細胞生物学・培養プロトコル,hPSC 浮遊凝集体培養マニュアル。>400 µm で core が栄養欠乏・分化/細胞死。3–4 日ごとの継代を推奨。,1
add_aggimg_src_kropp_2019,Kropp/Lipsitz et al. 2019 (hiPSC bypass imaging),source,d7,センサ・環境モニタリング,hiPSC 撹拌懸濁培養の at-line バイパス顕微鏡画像。凝集体径・形態の自動計測への先行例。DOI 10.1038/s41598-019-48814-w。,1
add_aggimg_src_ovizio_ilinef,Ovizio iLINE-F PRO ベンダ資料,source,d7,センサ・環境モニタリング,D3HM ベースの in-line ラベルフリー細胞/凝集体モニタリング。VCD・viability・形態パラメータ・OPC UA 対応。,1
add_aggimg_src_fbrm_g400,Mettler Toledo FBRM 技術資料,source,d7,センサ・環境モニタリング,FBRM 原理：回転レーザー後方散乱による chord length distribution。iPSC 凝集体では CLD→径換算に注意。,1
add_aggimg_src_flowcam,FlowCam 技術資料,source,d7,センサ・環境モニタリング,フローイメージング顕微鏡。2 µm–1 mm の粒子/凝集体画像解析。高濃度・重なり時は計数漏れ。,1
add_aggimg_src_chu_2023,Chu et al. 2023 (iPSC reprogramming DL),source,d2,画像取得・コンピュータビジョン,明視野時系列画像から hiPSC 形成・コロニー形態を予測。CNN+U-Net+RNN。accuracy 0.8。DOI 10.1016/j.cmpb.2022.107264。,1
add_aggimg_src_park_2022,Park et al. 2022 (kidney organoid DL differentiation),source,d2,画像取得・コンピュータビジョン,明視野画像から DenseNet121 で kidney organoid 分化を予測。qPCR 発現予測 PCC 0.783。,1
add_aggimg_src_piotrowski_2021,Piotrowski et al. 2021 (hPSC DL segmentation),source,d2,画像取得・コンピュータビジョン,hPSC 2D 培養のマルチクラス DL セグメンテーションによる培養状態自動評価。DOI 10.1016/j.compbiomed.2020.104172。,1
add_aggimg_src_waisman_2019,Waisman et al. 2019 (early differentiation DL),source,d2,画像取得・コンピュータビジョン,mESC の非常早期分化を DL で高精度予測。Stem Cell Rep 12:845–859。,1
add_aggimg_src_maddah_2014,Maddah et al. 2014 (morphology-based iPSC evaluation),source,d2,画像取得・コンピュータビジョン,time-lapse + 形態特徴量による iPSC コロニー品質自動評価。6 特徴量で accuracy 0.80–0.89。,1
add_aggimg_src_kato_2016,Kato et al. 2016 (colony morphology & gene expression),source,d2,画像取得・コンピュータビジョン,hPSC コロニー形態のパラメトリック解析。形態カテゴリと遺伝子発現プロファイルが対応。Sci Rep 6:34009。,1
add_aggimg_src_gursky_2023,Gursky 2023 (hPSC morphology review),source,d2,画像取得・コンピュータビジョン,hPSC 形態と自動評価のレビュー。培地・マトリックス・細胞株による形態変動を指摘。,1
